zu/su  / KUŠU,𒍪,𒍪,𒍪,𒍪,*DU!  δu  / thu 𓎡,Du, thou, your(s)   vs kush! 𓎡! tooth 𒍪𒌑 zayn/arm𒍪𒀉=weapon     ,𒍪 δu  /  𓎡 vs  ĝu  𒈬 my vs 𒈨me(our)  𒀀𒉌 a.ni ~ lui / ihn    𒉌𒍪𒁹𒆪~ Iδu~Iduu  𒄿𒁺𒌑 idee: know,𒇉=𒍪𒀊 zu.ab: swap = Abzu ocean  vs swamp! 𓆷,,zé,𒍢,𒍢,𒍢,𒍢,,,,,,,,,,,,,,,,,
ze zi zé ZÌ ,𒍢 ,𒍢 ,𒍢 ,𒍢 ,𒇻 Lu/La*!  𓎡 you/cut 𓌪 ,du:ze:cu 𓎡 you/cut 𓌪 |   LA: love,lust,live,Leib,Lamm! ,easy 'udu~eze' 𒂊𒍢 abzu+p= sheep  𒍢 easy-live 𒍣  'esse',,,,,,,,,,,,,,,,,,,,,,
ZIG SIG7 (IGI-gunû),𒅊,𒅊,𒅊,𒅊,10.000 … Zig!,gunû:green/yellow pruned? <> sha?,,,,,,,,,,,,,,,,,,,,,,,,,,,
ze zi,𒍣,𒍣,𒍣,𒍣,,,spha?,,,,,,,,,,,,,,,,,,,,,,,,,,
uz,𒍖,,,,*goose: uz,duck? <>  𒈰 hair  MUNSUB, SÍG.SUḪUR,,,,,,,,,,,,,,,,,,,,,,,,,,
zul ŠUL,𒂄,𒂄,𒂄,𒂄,suhlen! <> Sau 𒋚 ŠAḪUL +++,DU*:dig:pig:qiek,≠ Na/lul𒈜 ,𒍮 zum,,,,,,,,,,,,,,,,,,,,,,,,,
𒌋𒍝,,,,,𒌋𒍝 Cu Zu Silber, Kupfer, Chrystal, Kaspian,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ḪI.A,𒄭𒀀,𒄭𒀀,𒄭𒀀,𒄭𒀀,,(suffixed)plural  -ier,-ier -zier -ziner -taner   GI.ER  Phoenic-ier,口+A  ~ cher ,),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
田 𐌎, ⊞, 申, 甲 and 由,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGARITIC  L->R (normal) + R->L?,,,,,UGARITIC ,L / M confusion!  Mehl/Lahm Lips/Mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPA,𐎀,𐎀,𐎀,𐎀,66432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEThA : Bδ / δB (step)  ,𐎁,𐎁,B/V/δ:?,B/V/δ:?,𐎔π八part bar ba 8,δn=son/bin  𐎁𐎓𐎍δo=do_ vs moi_ !   δn=stone! 𐎁𐎐𐎚 δint=daughter vs bt∑y  klb=kleff=Hund@SEM  brr=pure<>vrr:wahr?,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAIN camma , camel,𐎙,𐎙,C,C,66457,Ghain 𐎙 ~ C ~ 𐎇 Zeta ~ 𐎑𐎕Zähne ,),,,,,,,,,,,,,,,,,,,,,,,,,
DHAL,𐎏,𐎏,D,D,66447,Δ ∂r« droi='arm' ,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELTA,𐎄,𐎄,δ / B?,δ / B?,66436,Da,So!   𐎄vs 𐎁 B!? beard = δrn    b/vr?   tits=𐎏𐎄 ~ 𐎇𐎄 Breast,,,,,,,,,,,,,,,,,,,,,,,,,,
HO/HE,𐎅,𐎅,E,E,66437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ƒI,𐎛,𐎛,F,F,66459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMLA,𐎂,𐎂,G / C,G / C,𐎙C,Back = gb vs bg ,)  𐎂.𐎂=G.g = giebel/roof!,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTA,𐎈,𐎈,H,H,66440,H+Y+T = animal(hide)/life(heads),,,,,,,,,,,,,,,,,,,,,,,,,,,
I fI,𐎛,𐎛,I : EE,I : EE,66459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOD,𐎊,𐎊,J : Y,J : Y,66442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHA,𐎃,𐎃,Kha,Kha,66435,𐎃 ~ 𐎋 vs SumKa 𐎒,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAF,𐎋,𐎋,C Tß,C Tß,𐎒S,C ß : bless <> 𐎒S   cup/tasse=kas𐎋𐎒   STAR QED!!! 𐎋𐎁 𐎋𐎁> sterb vs MUL.MUL vs kaukab : star [Sem k-b-k-b]!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUM?   MEMƒ,𐎎,𐎎,LU/Mem,LU/Mem,66446,δm vs B.LUT QED!?  Mwho, MUERT=mwt=die vs To𐎎--  vs Gamma? King = G+MN+K  sh𐎎𐎎=Himmel +!,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMDAƒ,𐎍,𐎍,ME/Lam,ME/Lam,66445,MEHL vs LAHM!!! 𐎍𐎈𐎎 ~ Brot!!!  _SP=Lip/Mouth   DLT=daleth=door vs ? but husband=doM vs boL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUN,𐎐,𐎐,N,N,66448,nwr=river++   Nt  : bearN = BarT  gN? jN? : boy,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIN / OIN,𐎓,𐎓,Ou,Ou,66451,𐎓𐎗 = UR=ORt   Abd=Apt++   ∂r« droi='arm',,,,,,,,,,,,,,,,,,,,,,,,,,,
PU / BO  LiP/Mouth!?! mw!?,𐎔,𐎔,Pi,Pi,𐎁Bi,𐎔=LiP/Mouth~𓂋!!  S𐎔S=SmS/SlS(sun!!!)    sPea vs Psilence?      pqy = boy,,,,,,,,,,,,,,,,,,,,,,,,,,,
QOPA,𐎖,𐎖,Qu,Qu,66454,𐎖𐎁𐎗= Qubr=~cover=bury ++ <> keeper/cooper!?    𐎖_𐎐=klein!,,,,,,,,,,,,,,,,,,,,,,,,,,,
RASHA,𐎗,𐎗,R → L,R → L,66455,B+R+Cth = bless <> emBrace?,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMKA,𐎒,𐎒,S,S,𐎋C,dangling pS?,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIN,𐎌,𐎌,Sk,Sk,66444,ask = a+r+sk   shnot=snore,,,,,,,,,,,,,,,,,,,,,,,,,,,
SADE,𐎕,𐎕,Tz,Tz,66453,𐎕Zähne ,),,,,,,,,,,,,,,,,,,,,,,,,,,
TET,𐎉,𐎉,Th,Th,66441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THANNA,𐎘,𐎘,Tc,Tc,66456,𐎘 tooth vs𐎕Zähne ,),,,,,,,,,,,,,,,,,,,,,,,,,,
TO,𐎚,𐎚,T,T,66458,-t = feminine OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
U / V~B,𐎜,𐎜,U,U,66460,W~U  : V.isually 𐎜~ W,,,,,,,,,,,,,,,,,,,,,,,,,,,
V~B / VOW ,𐎁,𐎁,V,V,66438,𐎆~ 𐎗 !? Wind,Vent = RH!?! 𐎗𐎈 karacho,) <>Rächer/Acher?,,,,,,,,,,,,,,,,,,,,,,,,,
UU / WO,𐎜,𐎜,W,W,66438,𐎜~W~ω~𐎠 WOM Ω  U/UN=und !++,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSU XU,𐎝,𐎝,X,X,𐎋KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YODa  Ypsilent,𐎊,𐎊,Y,Y,66442,YP~UP ++,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZU ,𐎑,𐎑,Z,Z,66449,*THU 𐎑 thooth 𐎕Zähne ,),*ð δ þ 𐎘,,,,,,,,,,,,,,,,,,,,,,,,,
ZETA,𐎇,𐎇,tß vs 𐎕,tß vs 𐎕,66439,tits=𐎏𐎄 ~ 𐎇𐎄/breast  Ghain 𐎙 ~ C ~ 𐎇 Zeta ~ 𐎑𐎕Zähne ,),,,,,,,,,,,,,,,,,,,,,,,,,,
UGARITIC WORD DIVIDER,𐎟,𐎟,𐎟,𐎟,66463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,𐎠,𐎠,E A O ø,,A  𐎠~ω   Phain/Mars  Ar𐎠𐎼R,𐎠𐎫𐎠𐎼 'atar'=fire Mars,66464 103A0,,,,,,,,,,,,,,,,,,,,,,,,,,
U,𐎢,𐎢,O U Y,,U ,,66466 103A2,,,,,,,,,,,,,,,,,,,,,,,,,,
I,𐎡,𐎡,Y  I  EE,,I  𐎹I Y 𐎡 IN!!!,𐎧𐏁𐎠𐎹𐎰𐎡𐎹 ~ König,66465 103A1,,,,,,,,,,,,,,,,,,,,,,,,,,
BA *BV *BF *PHV,𐎲,𐎲,B V,, F,𒁀 𒉺𐎲vs 𒄑C!   ba.ga' = 𐎲𐎥 = big / mega!  𐎲~𒆸,𐎠𐎼𐎲𐎠𐎹ARaBAY = Arabia    naiba=nouvo=neu    Babel𐎲:𒄑Gebail~Caban,66482 103B2,,,,,,,,,,,,,,,,,,,,,,,,,
CA,𐎨,𐎨,C/K,,,,66472 103A8,,,,,,,,,,,,,,,,,,,,,,,,,,
DA,𐎭,𐎭,D Δ δ z,,𐎭δ  𐏁sh  𐏀z   ndh  ,𐎭𐎼𐎢𐎥 Trug=lie,,,,,Trug! lie,,,,,,,,,,,,,,,,,,,,,,
DI,𐎮,𐎮,*aD,,*ot rot,,66478 103AE,,,,,,,,,,,,,,,,,,,,,,,,,,
DU,𐎯,𐎯,DU *?*,,,,66479 103AF,,,,,,,,,,,,,,,,,,,,,,,,,,
EI,𐎡,𐎡,EE I,,,,66465 103A1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA ~ PF 𐎱 ~ 𐎛 F 𓆑,𐎳,𐎳,F / PH,,𓆑 af- aus- ab-  𐎲F,V,B! ,brahm=form bun=bottom,found*,Wanne,Van-a!<>bauen,66483 103B3,,,,,,,,,,,,,,,,,,,,,
GA,𐎥,𐎥,G gⁿ ⁿg š,,𐎼𐎥rag = rasch!,,66469 103A5,,,,,,,,,,,,,,,,,,,,,,,,,,
GU,𐎦,𐎦,Ghu š X,,,Ggu𐎦𐎥𐎢,66470 103A6,,,,,,,,,,,,,,,,,,,,,,,,,,
HA, HEL, sḫn 𓆑 𓅱,𐏃,𐏃,H, *SHYN!,Shस,🌣sHuhn !  shun<>al'gab sin=he same! 𓆑,Hvar'=Hel/Sun vs Šamas الشمس,66499 103C3,,,,,,,,,,,,,,,,,,,,,,,
I,𐎡,𐎡,I,,,,66465 103A1,,,,,,,,,,,,,,,,,,,,,,,,,,
JI,𐎪,𐎪,YI,,,,66474 103AA,,,,,,,,,,,,,,,,,,,,,,,,,,
JA,𐎩,𐎩,J,,,,66473 103A9,,,,,,,,,,,,,,,,,,,,,,,,,,
YA,𐎹,𐎹,YA,,ƒ? IG/IC/IK ??,,66489 103B9,,,,,,,,,,,,,,,,,,,,,,,,,,
KA,𐎣,𐎣,K/C,,vs 𒄑C!  QU GW! ,𐎣𐎫𐎱𐎬𐎢𐎣KTaPaD  kar=warrior !,66467 103A3,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,𐎾,𐎾,L,,Al𐎠𐎾faLL 𓌞  vs   Ar𐎠𐎼Raise ,,66494 103BE,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,𐎶,𐎶,aM / Ma,,Mata𐎶𐎠𐎫𐎠,,66486 103B6,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,𐎷,𐎷,Mi?,,,,66487 103B7,,,,,,,,,,,,,,,,,,,,,,,,,,
MU,𐎸,𐎸,Mu?,,Multi *** Khm? 𓆎 ,,66488 103B8,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,𐎴,𐎴,N*,,N, Na, Nia, Nau   vs 𐎡 IN / IL,,66484 103B4,,,,,,,,,,,,,,,,,,,,,,,
NU ƒ,𐎵,𐎵,*N UN,,<<,,66485 103B5,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 𐎱 ~ 𐎛 F ,𐎱,𐎱,P,PH! *PT,,𐎱~𐎫pTer vs 𐎺 Va 𐎻Vi  vs 𐎳 F PH  ,->𐎱𐎢𐏂 *PSON: Sohn/Ben   𐎠𐎱=apo:away~ab,off,epi,66481 103B1,,,,,,,,,,,,,,,,,,,,,,,
KU,𐎤,𐎤,Qu,,,,66468 103A4,,,,,,,,,,,,,,,,,,,,,,,,,,
RA,𐎼,𐎼,Ra,,Ar𐎠𐎼Ra,,66492 103BC,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,𐎽,𐎽,R/L,,,,66493 103BD,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,𐎿,𐎿,S,TH,,,raise𐎼𐎿,66495 103BF,,,,,,,,,,,,,,,,,,,,,,,,,
TA,𐎫,𐎫,*T,TH,D,,𐎫 <> 𒍣  est<>esse (sein),𐎲𐎼𐎠𐎫𐎠 = brata = brother = brutus   𐎫<>𒌑,66475 103AB,,,,,,,,,,,,,,,,,,,,,,,,
TU,𐎬,𐎬,T*,,,,66476 103AC,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,𐎰,𐎰,θ Th ST,,,𐎠𐎰𐎥  aθaⁿga  stein/gnost ,66480 103B0,,,,,,,,,,,,,,,,,,,,,,,,,,
U,𐎢,𐎢,O U Y,,U ,,66466 103A2,,,,,,,,,,,,,,,,,,,,,,,,,,
VI,𐎻,𐎻,Ve Phi,,,,66491 103BB,,,,,,,,,,,,,,,,,,,,,,,,,,
WN V! VAN ,𐎺,𐎺,Vau/W/U,,*VAN WUN vν=vn! -via -ua -uo -un,ew=ein/one …  find=windadan,66490 103BA,,,,,,,,,,,,,,,,,,,,,,,,,,
XA,𐎧,𐎧,X CS KS,,K!? ß/SCH@Pahlavi !,xwistan=Schwitzen ++  xwas=Süß,66471 103A7,,,,,,,,,,,,,,,,,,,,,,,,,,
YA,𐎹,𐎹,Y U I,,vs 𐎡 I,,66489 103B9,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,𐏀,𐏀,Z HZ ZH,C K,vs Δ δ  𐎭 D GJ   warz=walk,𐎸𐎭𐎼𐎠𐎹 Mudaray ~ Mizraim = Egypt   𐏀𐏃*Zahn  abāz = abāck,66496 103C0,,,,,,,,,,,,,,,,,,,,,,,,,,
SHA *ASH  š,𐏁,𐏁,as, os, us,,σ vs ς vs ζ    vs  -ON -ING !!?!,,66497 103C1,,,,,,,,,,,,,,,,,,,,,,,,
SSA,𐏂,𐏂,δ𐏂~𐎭d !,,σ vs δ 𐏂𐎶~dom = -tum -dan QED vs nam !,𐎧𐏁𐏂𐎶 Kingdom   vs -chen,66498 103C2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURAMAZDAA,𐏈,𐏈,,,𒃲Agar Maga,𐎸 MU,66505 103C9,,,,,,,,,,,,,,,,,,,,,,,,,,
AURAMAZDAA-2,𐏉,𐏉,,,“Ahura Mazda”,,66506 103CA,,,,,,,,,,,,,,,,,,,,,,,,,,
AURAMAZDAAHA,𐏊,𐏊,,,𒀝aŠAR maxa,,66507 103CB,,,,,,,,,,,,,,,,,,,,,,,,,,
XSHAAYATHIYA,𐏋,𐏋,,,,,66508 103CC,,,,,,,,,,,,,,,,,,,,,,,,,,
DAHYAAUSH,𐏌,𐏌,,,,,66509 103CD,,,,,,,,,,,,,,,,,,,,,,,,,,
DAHYAAUSH-2,𐏍,𐏍,,,,,66510 103CE,,,,,,,,,,,,,,,,,,,,,,,,,,
BAGA,𐏎,𐏎,,,Biga God! 𐏎 ~ 𒀭 ~ Allahu   vs Buddha,,66511 103CF,,,,,,,,,,,,,,,,,,,,,,,,,,
BUUMISH,𐏏,𐏏,,,,,66512 103D0,,,,,,,,,,,,,,,,,,,,,,,,,,
,𐏐,𐏐,,,WORD DIVIDER,,66513 103D1,,,,,,,,,,,,,,,,,,,,,,,,,,
,𐏑,𐏑,,,ONE,,66514 103D2,,,,,,,,,,,,,,,,,,,,,,,,,,
,𐏒,𐏒,,,TWO,,66515 103D3,,,,,,,,,,,,,,,,,,,,,,,,,,
,𐏓,𐏓,,,TEN,,66516 103D4,,,,,,,,,,,,,,,,,,,,,,,,,,
,𐏔,𐏔,,,TWENTY,,66517 103D5,,,,,,,,,,,,,,,,,,,,,,,,,,
,𐏕,𐏕,,,HUNDRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
